,Compound,DateTime,Neg,Neu,Pos,Source,Text,Tweets Ago
430,0.5719,2018-06-10 02:24:40,0.817,0.0,0.183,nytimes,"RT @jswatz: “I was a top climate adviser, and they reassigned me to collect money from oil companies — come on.” Good stuff from ⁦@CoralMDa…",31
431,-0.8105,2018-06-10 02:24:39,0.594,0.334,0.072,nytimes,"RT @Cernovich: No one denies these are sad stories. What is your solution? 

Open borders? If not, then how do you stop family separation,…",32
432,-0.4019,2018-06-10 02:24:38,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",33
433,-0.0516,2018-06-10 02:24:37,0.948,0.052,0.0,nytimes,"RT @shearm: The craziest G7 I have ever covered, capped off by @realDonaldTrump blowing up a deal that took two days of diplomacy. I just n…",34
434,0.8374,2018-06-10 02:24:36,0.621,0.0,0.379,nytimes,"RT @RickOhioImBack: Remember 

#HarveyWeinstein hung around with 

Crooked @HillaryClinton 

#Hillary GREAT friends with #NYTimes  

@maggi…",35
435,0.0,2018-06-10 02:24:35,1.0,0.0,0.0,nytimes,@insomniacx29 @nytimes @peterbakernyt @shearm Trump was trying to negotiate a trade deal. Do something about your d… https://t.co/xoulgFsPEy,36
436,-0.0516,2018-06-10 02:24:35,0.948,0.052,0.0,nytimes,"RT @shearm: The craziest G7 I have ever covered, capped off by @realDonaldTrump blowing up a deal that took two days of diplomacy. I just n…",37
437,0.6705,2018-06-10 02:24:34,0.776,0.0,0.224,nytimes,"RT @wikileaks: Full doc: Indictment of US Senate intelligence committee Security Director James A. Wolfe for leaking to three reporters, in…",38
438,-0.765,2018-06-10 02:24:34,0.732,0.268,0.0,nytimes,"RT @jayrosen_nyu: The marginalization of science, the contempt for diplomats, the impatience with briefers, the refusal to prepare for meet…",39
439,0.0,2018-06-10 02:24:34,1.0,0.0,0.0,nytimes,"RT @nytimeses: “Siete cuentos morales”, el más reciente libro del escritor sudafricano J. M. Coetzee, se publicó primero en español que en…",40
440,-0.7906,2018-06-10 02:24:33,0.708,0.292,0.0,nytimes,"RT @nytimes: Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t…",41
441,0.0,2018-06-10 02:24:32,1.0,0.0,0.0,nytimes,"RT @BarbraStreisand: This President is anti-child, anti-family, anti-immigrant, anti-environment. He is anti-compassion and lacks basic hum…",42
442,0.4404,2018-06-10 02:24:31,0.756,0.0,0.244,nytimes,@nytimes Good momentum heading into the summit with North Korea,43
443,0.0258,2018-06-10 02:24:30,0.8,0.098,0.102,nytimes,"RT @Tvvitterland: #SignsOfAGoodFather
Protects The Family’s Money
👇🏻
Trump Says No One Can Justify
The World’s Extreme Trade Deficits

🗞REA…",44
444,0.5719,2018-06-10 02:24:30,0.861,0.0,0.139,nytimes,"RT @peterbakernyt: With a petulant tweetstorm from Air Force One, Trump all but blew up the G-7 nations that the United States has led for…",45
445,0.5719,2018-06-10 02:24:29,0.861,0.0,0.139,nytimes,"RT @peterbakernyt: With a petulant tweetstorm from Air Force One, Trump all but blew up the G-7 nations that the United States has led for…",46
446,0.0,2018-06-10 02:24:29,1.0,0.0,0.0,nytimes,💥 this reeks of John Bolton.  https://t.co/tSaEqxflQv,47
447,0.0,2018-06-10 02:24:29,1.0,0.0,0.0,nytimes,@JammieWF Bill Maher agrees...?  https://t.co/6tb8K8ouHz,48
448,0.3818,2018-06-10 02:24:29,0.86,0.0,0.14,nytimes,"@OMGno2trump @FoxNews @GOP What about taking away our 10 essential health benefits, especially coverage for preexis… https://t.co/rDMQsJDxg6",49
449,0.0,2018-06-10 02:24:28,1.0,0.0,0.0,nytimes,"RT @NYTScience: The brain of this fur seal is entirely asleep (and probably dreaming of fish). But seals slumber in the water, too, and tha…",50
450,-0.6642,2018-06-10 02:24:28,0.736,0.264,0.0,nytimes,"I have no doubt whatsoever that @JustinTrudeau is saying what really happened at G7.

I'm so sorry that we have suc… https://t.co/tOTLebhuzB",51
451,-0.5574,2018-06-10 02:24:28,0.854,0.146,0.0,nytimes,"RT @kimseverson: Here's a sketch of Bourdain’s last couple of days in the medieval village where he died, from @MilanSchreuer of the @nytim…",52
452,-0.1531,2018-06-10 02:24:28,0.873,0.127,0.0,nytimes,RT @KlasfeldReports: Judge Stops Deportation of a New York Pizza Delivery Man https://t.co/2K3bHK21fk,53
453,-0.34,2018-06-10 02:24:27,0.902,0.098,0.0,nytimes,"RT @nytimes: In Canada, many observers were calling it the ""G-6 plus 1"" — with President Trump being cast as the irrational, irascible and…",54
454,-0.4019,2018-06-10 02:24:26,0.787,0.213,0.0,nytimes,"In the Trump Administration, Science Is Unwelcome. So Is Advice. https://t.co/8r7Ufti4fp",55
455,-0.7906,2018-06-10 02:24:24,0.708,0.292,0.0,nytimes,"RT @nytimes: Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t…",56
456,-0.4019,2018-06-10 02:24:23,0.886,0.114,0.0,nytimes,RT @laurenfleshman: This article IS the problem. Not puberty. Not girls having their own NORMAL development curve that differs from boys. S…,57
457,0.0,2018-06-10 02:24:22,1.0,0.0,0.0,nytimes,RT @tnak0214: G7のコミュニケ作成の過程で、アメリカが「法に基づいた国際秩序」という表現に難色を示したと。「法に〜秩序」そのものに難色を示したというよりも、その中味についての対立でしょうが、それにしてもまあ、という感じです。 https://t.co/n5OWxy…,58
458,0.0,2018-06-10 02:24:22,1.0,0.0,0.0,nytimes,"RT @noNRAmoney: What Explains U.S. Mass Shootings?
“The only variable that can explain the high rate of mass shootings in America is its as…",59
459,0.0,2018-06-10 02:24:22,1.0,0.0,0.0,nytimes,"RT @nytimeses: Cuba y Venezuela encarnan la experiencia fallida del llamado “socialismo del siglo XXI” en América Latina, opina @JorgeGCast…",60
460,-0.7906,2018-06-10 02:24:21,0.708,0.292,0.0,nytimes,"RT @nytimes: Venomous stonefish are ugly, and they're poisonous. And now scientists have discovered that they carry switchblades. https://t…",61
461,0.0,2018-06-10 02:24:21,1.0,0.0,0.0,nytimes,"RT @nytchinese: 美国农民的绝对人数可能在减少，但在特朗普白宫内部贸易保护派和自由贸易派之间的激烈斗争中，他们有着巨大的影响力。
这既是因为他们的职业对贸易平衡的重要性，也是因为地域分布上，他们集中在对特朗普2016年大选中赢得多数选票至关重要的州。https:/…",62
462,0.5719,2018-06-10 02:24:21,0.861,0.0,0.139,nytimes,"RT @peterbakernyt: With a petulant tweetstorm from Air Force One, Trump all but blew up the G-7 nations that the United States has led for…",63
463,0.0,2018-06-10 02:24:21,1.0,0.0,0.0,nytimes,"Prof Jill Ker Conway, 83, Feminist Author and Smith President, Dies: Pioneer on many fronts; first female VP ⁦@UofT… https://t.co/foV6harnR3",64
464,0.0,2018-06-10 02:24:20,1.0,0.0,0.0,nytimes,"""Maria Bueno, Brazilian Tennis Star Who Reigned Over 1960s, Dies at 78"" by RICHARD GOLDSTEIN via NYT https://t.co/ZtKLis15Ew",65
465,0.0772,2018-06-10 02:24:20,0.588,0.218,0.194,nytimes,"RT @davidaxelrod: Confronting our friends and coddling our foes seems like a weird strategy.  But, hey, we’re talking about a guy who had a…",66
466,-0.9439,2018-06-10 02:24:20,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",67
467,0.5267,2018-06-10 02:24:19,0.815,0.0,0.185,nytimes,"""Baffert Has Winning Day, 3 Times Over, at Belmont Stakes"" by THE ASSOCIATED PRESS via NYT https://t.co/4InifluCsm",68
468,0.0,2018-06-10 02:24:19,1.0,0.0,0.0,nytimes,"RT @nytimes: Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the relationship is…",69
469,-0.4019,2018-06-10 02:24:18,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",70
470,-0.7845,2018-06-10 02:24:18,0.753,0.247,0.0,nytimes,RT @nytclimate: Trump is the first president since World War II not to have appointed a White House science adviser-a neglect of science th…,71
471,0.657,2018-06-10 02:24:17,0.813,0.0,0.187,nytimes,"If you needed further proof we need more writing and discussion about class in non-white America, this excellent es… https://t.co/W3bx0vrv2H",72
472,0.0,2018-06-10 02:24:17,1.0,0.0,0.0,nytimes,"RT @NYTScience: The brain of this fur seal is entirely asleep (and probably dreaming of fish). But seals slumber in the water, too, and tha…",73
473,0.0,2018-06-10 02:24:16,1.0,0.0,0.0,nytimes,"RT @noNRAmoney: What Explains U.S. Mass Shootings?
“The only variable that can explain the high rate of mass shootings in America is its as…",74
474,-0.7351,2018-06-10 02:24:15,0.744,0.256,0.0,nytimes,RT @hdhntrjeff: Fuck off POTUS @realDonaldTrump #Resign you damn traitor.  Refuses to Sign G-7 Statement and Calls Trudeau ‘Weak’ https://t…,75
475,0.5719,2018-06-10 02:24:15,0.817,0.0,0.183,nytimes,"RT @jswatz: “I was a top climate adviser, and they reassigned me to collect money from oil companies — come on.” Good stuff from ⁦@CoralMDa…",76
476,0.0,2018-06-10 02:24:15,1.0,0.0,0.0,nytimes,Trump Refuses to Sign G-7 Statement and Calls Trudeau ‘Weak’ https://t.co/PLYvE927ud,77
477,-0.2023,2018-06-10 02:24:14,0.766,0.135,0.099,nytimes,"RT @SenJeffMerkley: Ok, really: what does Putin have on @realDonaldTrump? Russia has attacked our election, invaded Ukraine, slaughtered in…",78
478,0.25,2018-06-10 02:24:14,0.875,0.0,0.125,nytimes,"@TimSullivanAtty @jpodhoretz @MyPlace4U @nytimes @AliWatkins Depending on her ""oral"" abilities one of the networks… https://t.co/EGmaEtxjwJ",79
479,-0.9439,2018-06-10 02:24:14,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",80
480,-0.2023,2018-06-10 02:24:13,0.787,0.125,0.088,nytimes,RT @NYGovCuomo: There’s compelling evidence that Pablo Villavicencio was improperly detained. He should be immediately released from ICE cu…,81
481,0.2023,2018-06-10 02:24:13,0.913,0.0,0.087,nytimes,RT @danielle_ivory: Donald Trump is the first president since 1941 not to name a science adviser. Important story by @CoralMDavenport docum…,82
482,-0.7003,2018-06-10 02:24:13,0.734,0.266,0.0,nytimes,RT @President1Trump: Trump says U.S. will no longer be ‘piggy bank’ for the world to Rob #AmericaFirst  https://t.co/7engmE8GUh,83
483,-0.4019,2018-06-10 02:24:13,0.881,0.119,0.0,nytimes,"RT @nytimes: Breaking News: President Trump upended two days of diplomacy, refusing to sign a Group of 7 statement and calling Prime Minist…",84
484,-0.9439,2018-06-10 02:24:13,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",85
485,0.0,2018-06-10 02:24:12,1.0,0.0,0.0,nytimes,RT @dabeard: Federal judge to ICE: The pizza deliveryman stays here https://t.co/G2pwqbl9Dk,86
486,0.0,2018-06-10 02:24:12,1.0,0.0,0.0,nytimes,RT @Joshua_Pollack: A couple insta-lessons from the G-7 debacle. 1) Trump is under the illusion that he can dictate outcomes through trade…,87
487,-0.4939,2018-06-10 02:24:11,0.773,0.17,0.057,nytimes,@nytimes @peterbakernyt @shearm Toxic @POTUS ☠️serial liar sociopath monster backed by slimy sleazy poison💀 @GOP .… https://t.co/rwIEm9X8fH,88
488,-0.3182,2018-06-10 02:24:11,0.901,0.099,0.0,nytimes,RT @nytpolitics: President Trump has found himself isolated on the global stage for taking actions viewed by America’s closest allies as de…,89
489,0.0,2018-06-10 02:24:11,1.0,0.0,0.0,nytimes,https://t.co/FTy3Kscn7M,90
490,0.1531,2018-06-10 02:24:10,0.833,0.071,0.095,nytimes,"RT @MaryFernando_: In 🇨🇦 we walk to get coffee in -30 winters. THIS was meant to intimidate us? ‘the president’s national security adviser,…",91
491,-0.9439,2018-06-10 02:24:08,0.466,0.534,0.0,nytimes,"RT @paulkrugman: Really, really bad. Trump is throwing a temper tantrum, threatening dire retaliation against our allies for high  tariffs…",92
492,0.5719,2018-06-10 02:24:08,0.85,0.0,0.15,nytimes,"""With a petulant tweetstorm from Air Force One, Mr. Trump all but blew up the Group of 7 nations that the United St… https://t.co/24MLOJwMRK",93
493,0.0,2018-06-10 02:24:08,1.0,0.0,0.0,nytimes,"RT @nytimes: Before leaving the annual meeting of major world powers, President Trump said that on a scale of 0 to 10, ""the relationship is…",94
494,0.0,2018-06-10 02:24:08,1.0,0.0,0.0,nytimes,I would buy tickets to this boxing match. https://t.co/VIZaYdFKox,95
495,0.0,2018-06-10 02:24:08,1.0,0.0,0.0,nytimes,RT @Joshua_Pollack: A couple insta-lessons from the G-7 debacle. 1) Trump is under the illusion that he can dictate outcomes through trade…,96
496,-0.5574,2018-06-10 02:24:08,0.833,0.167,0.0,nytimes,#Trump must be a Russian spy/operative.  He is single handedly destroying 240 years of US diplomacy.  He is a dange… https://t.co/SExMxBrrSr,97
497,0.0,2018-06-10 02:24:08,1.0,0.0,0.0,nytimes,"RT @ColinKahl: At the G-7 summit, Team Trump has objected to including the phrase “rules-based international order” in the final communique…",98
498,0.0,2018-06-10 02:24:07,1.0,0.0,0.0,nytimes,https://t.co/bOACIpIUht @eBay @youtube @cnn @BBCBreaking @google @BBCWorld @twitter @cnnbrk @nytimes… https://t.co/t2SIOLZhoZ,99
499,0.6249,2018-06-10 02:24:07,0.423,0.0,0.577,nytimes,@nytimes Great job DJT,100
